EU753,timber,diversityArea,carbon,diversity,id,type
Thailand,,,,,5,Diversity exposed zone
The Gambia,,,,,5,Diversity exposed zone
Timor-Leste,,,,,5,Diversity exposed zone
Togo,,,,,5,Diversity exposed zone
Trinidad and Tobago,,,,,5,Diversity exposed zone
Tunisia,,,,,5,Diversity exposed zone
Turkey,,,,,5,Diversity exposed zone
Turkmenistan,,,,,5,Diversity exposed zone
Uganda,,,,,5,Diversity exposed zone
Ukraine,,8463.01725327301,10.5221796035767,5.33880424499512,5,Diversity exposed zone
United Arab Emirates,,,,,5,Diversity exposed zone
United Kingdom,,,,,5,Diversity exposed zone
United States,,3780022.24721901,3170.30999064446,15.4623841697787,5,Diversity exposed zone
Uruguay,,,,,5,Diversity exposed zone
Uzbekistan,,,,,5,Diversity exposed zone
Vanuatu,,,,,5,Diversity exposed zone
Venezuela,,,,,5,Diversity exposed zone
Vietnam,,,,,5,Diversity exposed zone
Western Sahara,,,,,5,Diversity exposed zone
Yemen,,,,,5,Diversity exposed zone
Zambia,,,,,5,Diversity exposed zone
Zimbabwe,,,,,5,Diversity exposed zone
Afghanistan,,,,,7,Carbon exposed zone
Albania,,,,,7,Carbon exposed zone
Algeria,,,,,7,Carbon exposed zone
Angola,,,,,7,Carbon exposed zone
Argentina,,,,,7,Carbon exposed zone
Armenia,,,,,7,Carbon exposed zone
Australia,,,,,7,Carbon exposed zone
Azerbaijan,,,,,7,Carbon exposed zone
Bahamas,,,,,7,Carbon exposed zone
Bangladesh,,,,,7,Carbon exposed zone
Belarus,,29623.9065440979,97.0340213775635,4.56301510334015,7,Carbon exposed zone
Belize,,,,,7,Carbon exposed zone
Benin,,,,,7,Carbon exposed zone
Bhutan,,,,,7,Carbon exposed zone
Bolivia,,,,,7,Carbon exposed zone
Bosnia and Herzegovina,,,,,7,Carbon exposed zone
Botswana,,,,,7,Carbon exposed zone
Brazil,,,,,7,Carbon exposed zone
Brunei Darussalam,,,,,7,Carbon exposed zone
Burkina Faso,,,,,7,Carbon exposed zone
Burundi,,,,,7,Carbon exposed zone
Cambodia,,,,,7,Carbon exposed zone
Cameroon,,,,,7,Carbon exposed zone
Canada,,582036.199009846,1490.65651512146,3.58413120165263,7,Carbon exposed zone
Central African Republic,,,,,7,Carbon exposed zone
Chad,,,,,7,Carbon exposed zone
Chile,,,,,7,Carbon exposed zone
China,,20984.548321312,26.9221267700195,4.87383890151978,7,Carbon exposed zone
Colombia,,,,,7,Carbon exposed zone
Costa Rica,,,,,7,Carbon exposed zone
Cote d'Ivoire,,,,,7,Carbon exposed zone
Cuba,,,,,7,Carbon exposed zone
Dem. Rep. Korea,,,,,7,Carbon exposed zone
Democratic Republic of the Congo,,,,,7,Carbon exposed zone
Djibouti,,,,,7,Carbon exposed zone
Dominican Republic,,,,,7,Carbon exposed zone
Ecuador,,,,,7,Carbon exposed zone
Egypt,,,,,7,Carbon exposed zone
El Salvador,,,,,7,Carbon exposed zone
Equatorial Guinea,,,,,7,Carbon exposed zone
Eritrea,,,,,7,Carbon exposed zone
Ethiopia,,,,,7,Carbon exposed zone
EU,,12428102.1703614,31793.8065958023,3.59845629290897,7,Carbon exposed zone
Fiji,,,,,7,Carbon exposed zone
Franch_GYN,,,,,7,Carbon exposed zone
Gabon,,,,,7,Carbon exposed zone
Georgia,,9223.84280959778,15.5669403076172,3.60752868652344,7,Carbon exposed zone
Ghana,,,,,7,Carbon exposed zone
Guatemala,,,,,7,Carbon exposed zone
Guinea,,,,,7,Carbon exposed zone
Guinea-Bissau,,,,,7,Carbon exposed zone
Guyana,,,,,7,Carbon exposed zone
Haiti,,,,,7,Carbon exposed zone
Honduras,,,,,7,Carbon exposed zone
Iceland,,,,,7,Carbon exposed zone
India,,,,,7,Carbon exposed zone
Indonesia,,,,,7,Carbon exposed zone
Iran,,,,,7,Carbon exposed zone
Iraq,,,,,7,Carbon exposed zone
Israel,,,,,7,Carbon exposed zone
Jamaica,,,,,7,Carbon exposed zone
Japan,,,,,7,Carbon exposed zone
Jordan,,,,,7,Carbon exposed zone
Kazakhstan,,,,,7,Carbon exposed zone
Kenya,,,,,7,Carbon exposed zone
Kingdom of eSwatini,,,,,7,Carbon exposed zone
Kosovo,,,,,7,Carbon exposed zone
Kuwait,,,,,7,Carbon exposed zone
Kyrgyzstan,,,,,7,Carbon exposed zone
Lao PDR,,,,,7,Carbon exposed zone
Lebanon,,,,,7,Carbon exposed zone
Lesotho,,,,,7,Carbon exposed zone
Liberia,,,,,7,Carbon exposed zone
Libya,,,,,7,Carbon exposed zone
Madagascar,,,,,7,Carbon exposed zone
Malawi,,,,,7,Carbon exposed zone
Malaysia,,,,,7,Carbon exposed zone
Mali,,,,,7,Carbon exposed zone
Mauritania,,,,,7,Carbon exposed zone
Mexico,,134379.909411288,228.940137863159,3.82695601383845,7,Carbon exposed zone
Moldova,,,,,7,Carbon exposed zone
Mongolia,,,,,7,Carbon exposed zone
Montenegro,,,,,7,Carbon exposed zone
Morocco,,,,,7,Carbon exposed zone
Mozambique,,,,,7,Carbon exposed zone
Myanmar,,,,,7,Carbon exposed zone
Namibia,,,,,7,Carbon exposed zone
Nepal,,,,,7,Carbon exposed zone
New Caledonia,,,,,7,Carbon exposed zone
New Zealand,,,,,7,Carbon exposed zone
Nicaragua,,,,,7,Carbon exposed zone
Niger,,,,,7,Carbon exposed zone
Nigeria,,,,,7,Carbon exposed zone
North Macedonia,,,,,7,Carbon exposed zone
Northern Cyprus,,,,,7,Carbon exposed zone
Norway,,53320.5584200882,121.150017738342,3.499388800727,7,Carbon exposed zone
Oman,,,,,7,Carbon exposed zone
Pakistan,,,,,7,Carbon exposed zone
Palestine,,,,,7,Carbon exposed zone
Panama,,,,,7,Carbon exposed zone
Papua New Guinea,,,,,7,Carbon exposed zone
Paraguay,,,,,7,Carbon exposed zone
Peru,,,,,7,Carbon exposed zone
Philippines,,,,,7,Carbon exposed zone
Puerto Rico,,,,,7,Carbon exposed zone
Qatar,,,,,7,Carbon exposed zone
Republic of Korea,,,,,7,Carbon exposed zone
Republic of the Congo,,,,,7,Carbon exposed zone
Russian Federation,,162052.061826946,324.436857223511,4.53594784303145,7,Carbon exposed zone
Rwanda,,,,,7,Carbon exposed zone
Saudi Arabia,,,,,7,Carbon exposed zone
Senegal,,,,,7,Carbon exposed zone
Serbia,,,,,7,Carbon exposed zone
Sierra Leone,,,,,7,Carbon exposed zone
Solomon Islands,,,,,7,Carbon exposed zone
Somalia,,,,,7,Carbon exposed zone
Somaliland,,,,,7,Carbon exposed zone
South Africa,,,,,7,Carbon exposed zone
South Sudan,,,,,7,Carbon exposed zone
Sri Lanka,,,,,7,Carbon exposed zone
Sudan,,,,,7,Carbon exposed zone
Suriname,,,,,7,Carbon exposed zone
Switzerland,,136586.041579195,361.943852424622,4.77290995419025,7,Carbon exposed zone
Syria,,,,,7,Carbon exposed zone
Tajikistan,,,,,7,Carbon exposed zone
Tanzania,,,,,7,Carbon exposed zone
Thailand,,,,,7,Carbon exposed zone
The Gambia,,,,,7,Carbon exposed zone
Timor-Leste,,,,,7,Carbon exposed zone
Togo,,,,,7,Carbon exposed zone
Trinidad and Tobago,,,,,7,Carbon exposed zone
Tunisia,,,,,7,Carbon exposed zone
Turkey,,9378.34624355164,31.4120197296143,3.40316009521484,7,Carbon exposed zone
Turkmenistan,,,,,7,Carbon exposed zone
Uganda,,,,,7,Carbon exposed zone
Ukraine,,64122.6409513886,142.801473617554,4.16752505302429,7,Carbon exposed zone
United Arab Emirates,,,,,7,Carbon exposed zone
United Kingdom,,1749540.49957565,7209.51594734192,4.35292311064128,7,Carbon exposed zone
United States,,8476000.58118038,19202.3170032501,3.62450103266207,7,Carbon exposed zone
Uruguay,,,,,7,Carbon exposed zone
Uzbekistan,,,,,7,Carbon exposed zone
Vanuatu,,,,,7,Carbon exposed zone
Venezuela,,,,,7,Carbon exposed zone
Vietnam,,,,,7,Carbon exposed zone
Western Sahara,,,,,7,Carbon exposed zone
Yemen,,,,,7,Carbon exposed zone
Zambia,,,,,7,Carbon exposed zone
Zimbabwe,,,,,7,Carbon exposed zone
Afghanistan,,,,,8,Timber and diversity exposed zone
Albania,,,,,8,Timber and diversity exposed zone
Algeria,,,,,8,Timber and diversity exposed zone
Angola,,,,,8,Timber and diversity exposed zone
Argentina,,,,,8,Timber and diversity exposed zone
Armenia,,,,,8,Timber and diversity exposed zone
Australia,192304.3937077,192304.3937077,176.049934387207,34.5420439720154,8,Timber and diversity exposed zone
Azerbaijan,,,,,8,Timber and diversity exposed zone
Bahamas,,,,,8,Timber and diversity exposed zone
Bangladesh,,,,,8,Timber and diversity exposed zone
Belarus,,,,,8,Timber and diversity exposed zone
Belize,,,,,8,Timber and diversity exposed zone
Benin,,,,,8,Timber and diversity exposed zone
Bhutan,,,,,8,Timber and diversity exposed zone
Bolivia,,,,,8,Timber and diversity exposed zone
Bosnia and Herzegovina,,,,,8,Timber and diversity exposed zone
Botswana,,,,,8,Timber and diversity exposed zone
Brazil,,,,,8,Timber and diversity exposed zone
Brunei Darussalam,,,,,8,Timber and diversity exposed zone
Burkina Faso,,,,,8,Timber and diversity exposed zone
Burundi,,,,,8,Timber and diversity exposed zone
Cambodia,,,,,8,Timber and diversity exposed zone
Cameroon,,,,,8,Timber and diversity exposed zone
Canada,2028019.34252753,2028019.34252753,1674.18760299683,7.11648411017198,8,Timber and diversity exposed zone
Central African Republic,,,,,8,Timber and diversity exposed zone
Chad,,,,,8,Timber and diversity exposed zone
Chile,,,,,8,Timber and diversity exposed zone
China,8257.80718242264,8257.80718242264,2.86806082725525,5.52436876296997,8,Timber and diversity exposed zone
Colombia,,,,,8,Timber and diversity exposed zone
Costa Rica,,,,,8,Timber and diversity exposed zone
Cote d'Ivoire,,,,,8,Timber and diversity exposed zone
Cuba,,,,,8,Timber and diversity exposed zone
Dem. Rep. Korea,,,,,8,Timber and diversity exposed zone
Democratic Republic of the Congo,,,,,8,Timber and diversity exposed zone
Djibouti,,,,,8,Timber and diversity exposed zone
Dominican Republic,,,,,8,Timber and diversity exposed zone
Ecuador,,,,,8,Timber and diversity exposed zone
Egypt,,,,,8,Timber and diversity exposed zone
El Salvador,,,,,8,Timber and diversity exposed zone
Equatorial Guinea,,,,,8,Timber and diversity exposed zone
Eritrea,,,,,8,Timber and diversity exposed zone
Ethiopia,,,,,8,Timber and diversity exposed zone
EU,663742.8529006,663742.8529006,685.919433832169,5.81440778796593,8,Timber and diversity exposed zone
Fiji,,,,,8,Timber and diversity exposed zone
Franch_GYN,,,,,8,Timber and diversity exposed zone
Gabon,,,,,8,Timber and diversity exposed zone
Georgia,,,,,8,Timber and diversity exposed zone
Ghana,,,,,8,Timber and diversity exposed zone
Guatemala,,,,,8,Timber and diversity exposed zone
Guinea,,,,,8,Timber and diversity exposed zone
Guinea-Bissau,,,,,8,Timber and diversity exposed zone
Guyana,,,,,8,Timber and diversity exposed zone
Haiti,,,,,8,Timber and diversity exposed zone
Honduras,,,,,8,Timber and diversity exposed zone
Iceland,,,,,8,Timber and diversity exposed zone
India,,,,,8,Timber and diversity exposed zone
Indonesia,,,,,8,Timber and diversity exposed zone
Iran,,,,,8,Timber and diversity exposed zone
Iraq,,,,,8,Timber and diversity exposed zone
Israel,,,,,8,Timber and diversity exposed zone
Jamaica,,,,,8,Timber and diversity exposed zone
Japan,38877.637082798,38877.637082798,38.1420097351074,22.8383779525757,8,Timber and diversity exposed zone
Jordan,,,,,8,Timber and diversity exposed zone
Kazakhstan,,,,,8,Timber and diversity exposed zone
Kenya,,,,,8,Timber and diversity exposed zone
Kingdom of eSwatini,,,,,8,Timber and diversity exposed zone
Kosovo,,,,,8,Timber and diversity exposed zone
Kuwait,,,,,8,Timber and diversity exposed zone
Kyrgyzstan,,,,,8,Timber and diversity exposed zone
Lao PDR,,,,,8,Timber and diversity exposed zone
Lebanon,,,,,8,Timber and diversity exposed zone
Lesotho,,,,,8,Timber and diversity exposed zone
Liberia,,,,,8,Timber and diversity exposed zone
Libya,,,,,8,Timber and diversity exposed zone
Madagascar,,,,,8,Timber and diversity exposed zone
Malawi,,,,,8,Timber and diversity exposed zone
Malaysia,,,,,8,Timber and diversity exposed zone
Mali,,,,,8,Timber and diversity exposed zone
Mauritania,,,,,8,Timber and diversity exposed zone
Mexico,,,,,8,Timber and diversity exposed zone
Moldova,,,,,8,Timber and diversity exposed zone
Mongolia,,,,,8,Timber and diversity exposed zone
Montenegro,,,,,8,Timber and diversity exposed zone
Morocco,,,,,8,Timber and diversity exposed zone
Mozambique,,,,,8,Timber and diversity exposed zone
Myanmar,,,,,8,Timber and diversity exposed zone
Namibia,,,,,8,Timber and diversity exposed zone
Nepal,,,,,8,Timber and diversity exposed zone
New Caledonia,,,,,8,Timber and diversity exposed zone
New Zealand,,,,,8,Timber and diversity exposed zone
Nicaragua,,,,,8,Timber and diversity exposed zone
Niger,,,,,8,Timber and diversity exposed zone
Nigeria,,,,,8,Timber and diversity exposed zone
North Macedonia,,,,,8,Timber and diversity exposed zone
Northern Cyprus,,,,,8,Timber and diversity exposed zone
Norway,118543.05978846,118543.05978846,155.348689079285,5.47515846553602,8,Timber and diversity exposed zone
Oman,,,,,8,Timber and diversity exposed zone
Pakistan,,,,,8,Timber and diversity exposed zone
Palestine,,,,,8,Timber and diversity exposed zone
Panama,,,,,8,Timber and diversity exposed zone
Papua New Guinea,,,,,8,Timber and diversity exposed zone
Paraguay,,,,,8,Timber and diversity exposed zone
Peru,,,,,8,Timber and diversity exposed zone
Philippines,,,,,8,Timber and diversity exposed zone
Puerto Rico,,,,,8,Timber and diversity exposed zone
Qatar,,,,,8,Timber and diversity exposed zone
Republic of Korea,9910.13256450577,9910.13256450577,10.5995082855225,27.1034488677979,8,Timber and diversity exposed zone
Republic of the Congo,,,,,8,Timber and diversity exposed zone
Russian Federation,6955.83187478027,6955.83187478027,5.79822540283203,5.3852391242981,8,Timber and diversity exposed zone
Rwanda,,,,,8,Timber and diversity exposed zone
Saudi Arabia,,,,,8,Timber and diversity exposed zone
Senegal,,,,,8,Timber and diversity exposed zone
Serbia,,,,,8,Timber and diversity exposed zone
Sierra Leone,,,,,8,Timber and diversity exposed zone
Solomon Islands,,,,,8,Timber and diversity exposed zone
Somalia,,,,,8,Timber and diversity exposed zone
Somaliland,,,,,8,Timber and diversity exposed zone
South Africa,,,,,8,Timber and diversity exposed zone
South Sudan,,,,,8,Timber and diversity exposed zone
Sri Lanka,,,,,8,Timber and diversity exposed zone
Sudan,,,,,8,Timber and diversity exposed zone
Suriname,,,,,8,Timber and diversity exposed zone
Switzerland,,,,,8,Timber and diversity exposed zone
Syria,,,,,8,Timber and diversity exposed zone
Tajikistan,,,,,8,Timber and diversity exposed zone
Tanzania,,,,,8,Timber and diversity exposed zone
Thailand,,,,,8,Timber and diversity exposed zone
The Gambia,,,,,8,Timber and diversity exposed zone
Timor-Leste,,,,,8,Timber and diversity exposed zone
Togo,,,,,8,Timber and diversity exposed zone
Trinidad and Tobago,,,,,8,Timber and diversity exposed zone
